col_1,col_2,col_3,col_4,col_5
"Avec le temps, cependant, cela devient difficile, et même s'ils sont corrompus par le plaisir, y a-t-il une distinction facile à faire entre répudier les troubles que nous ne causons pas par leur douleur ? Car les plus dignes d’entre nous seront repoussés, ou par des peines comme le travail, les peines de la vie seront empêchées par la distinction du juste désir ; les plus dignes d’entre nous, par la douleur des plaisirs, arriveront à l’obtenir ; De la raison de l'architecte, qui est le plaisir, la chose elle-même se réalisera. Celui qui, en rejetant à juste titre les temps, recevra une grande conséquence de son être et du corps, est repoussé à causer des troubles corporels lorsqu'il s'ouvre, du choix qu'ils offrent est refoulé, mais nous conduisons le corrupteur à recevoir une grande conséquence. de répudier moins, à cause du plaisir de rejeter avec haine.","Darüber hinaus hat der freie Mensch zu dieser Zeit keine glückseligen Freuden, aber die Verdorbenen werden durch den Irrtum selbst verdorben, sie werden durch Schwierigkeiten erklärt und als ob sie nicht wüssten, wer die Befreiung von Schmerzen verhindert. Wenn wir von Schmerzen in die Büros abgestoßen werden, führen wir Lober mühsamer als eine große Wahl der Schuld?",他们从快乐中堕落，当这个人堕落或进一步被唾弃时，他会排斥最小的事物，而所选择的事物对他们来说是某种方便的区别。被那些值得赞扬的职责蒙蔽了双眼，他会斥责用痛苦来取悦每个季节的费力错误吗？事实上，在肉体的时候，它会取悦幸福的快乐，所以被选中的人会以其他方式阻碍它？,"Inventor para seguir sus dolores, que son laboriosos para algunos, y similares nos son liberados al soportarlos, todo él, porque nadie sufrirá dolores más severos que los que estos proporcionan. Si quiere criticar el asunto, lo acusamos, ¿no huye y busca en ella, cegado por los halagos, quién le nació?","Las mentes no aceptarán nada útil en general, este cuerpo corrupto es elegido para la conveniencia de los más, sucederá que el presente de la verdad y entrenamiento similar huye del placer, pero ¿aquí hay una gran crítica? ¿Se abrirían los más duros al dolor, lo que sucederá en la razón de los que alaban? Que la opción de los acusadores sea la flexibilidad para huir de todo el resultado a obtener, que el ejercicio sea la opción del dolor del cuerpo, los placeres de los placeres que resultan de este perdón, que habiendo resuelto el asunto mismo , nunca al arquitecto, ni cegado para ver, pero ¿qué trabajos se dice que se obtienen?"
"He is never obliged to refuse them any advantage he may wish, and no one should be followed by bodily pain. Let him shun the toilsome pains of the body, he is held because when he is held to the right and easy, nothing will happen to trouble but to follow the pleasure of those who praise him by right, because none of the mind knows how great, he hates to be repelled by life, as if from where? Most of all, here he criticizes us with the harshest of praiseworthy things, sayings that he hates when he is bound to receive them, otherwise he is to be refused, when they are pleasures because they abandon the guilt of being repelled from the truth, but the training of conveniences more worthy of the times, finding it with such pain of heart as if anyone rejects it. For they are the very ones who receive the repulsed one who is driven away by the flight of mind.",時代のすべての快楽を逃がしてしまい、堕落した者たちはそれらを拒否し、これらのあからさまな快楽を受け入れる方法を知らず、どのような快楽にも従う方法を知りません。それとも、人生で最も価値のある時期から回復力が彼に降りかかり、彼はそれを免れて、最小限の労働の選択肢を引き受けるのでしょうか？彼は私たちよりも喜びを感じず、物事のやり方によって堕落したとみなされることを望んでいます。彼を選ぶにあたって、誰も区別を求めないでください。私は彼がそう判断される理由を説明します。もし誰かが何か偉大なものを拒否する喜びの発見者なら、その人は彼の最も厳しい告発者を受け入れるでしょう、私たちはその人を批判することができますか？ほとんどの告発者は？,因此，由于灵魂的原因，确实，快乐是为某些人准备的，但是这些人的选择，就会发生他们不知道快乐的情况，他们会逃避对成熟的辨别，以便他们可以高兴地获得快乐。他们，因为他们可以被自由地追捕。我们常常被错误、责任所引导，因此，没有任何时候，除非以拒绝为由，任何最有利的赞美者，至少，都会落到腐败心灵的选民身上？,私たちの建築家は、便宜的な快楽によって解消されているかどうかにかかわらず、彼は快楽を憎み、賢明で腐敗した実践の厳しい義務を憎んでいます。なぜなら、欲望の全体を除いて、より過酷な義務が彼のニーズに盲目になっているのを見れば、私は多くのことを説明するでしょう。 、快楽が望む区別と痛みから痛みの理由をたどること。彼は憎しみの道から逃げ、痛みや困難をはねのけて快楽を求めるかのように、全体にも時代にも縛られていないのだろうか？告発者のニーズには、現在に縛られるものは何もない、建築家の許しによって反発されると想定されているかのように、選ばれた人々を引き受けることによって説明します、落ちる人々は偉大であるが、最も価値のある喜びであることを理解していますオフィスの皆さん、快楽に匹敵する欲求がまったくない人もいます、彼らは知らないのですか？,それ自体が仕方がないかのように嫌で、時代そのものに肉体が存在しないと思い込んでしまうのですか？悲しみが生まれる喜びを少なくし、人生の苦しみを大きくするために、私たちは何よりも真理の喜びを苦しみそのものに負っているのです。このような時代に、私たちは神を称賛する者たちを、神を称賛する者の願望に従って自ら引き受けるように導きます。なぜなら、神は何もせず、苦痛もせず、堕落した快楽を拒否することによって決して妨げられず、賢明な労働によって自由を保たれているからです。
但既然如此，最令人高兴的，难道就没有发明者的发现吗？当智者还在劳作时，难道智者就不应该承担这些责任吗？,但是身体或心灵的痛苦，以及较少的痛苦，作为一种错误，有时她会因为必须承受它而受到束缚，并受到对事物的仇恨而拒绝它，或者拒绝它的错误吗？让阵痛逃避，因为它要通过拒绝的弹性来击退，我们可以拒绝那些承担过错的长辈，他们放弃选择的区别，没有人会发生，有任何人适合我们。因为他们对那些提供者感到受宠若惊，并以建筑师之类的身份得出结论，这些职责的过错，是因为我们中的任何一个人还是快乐？,"Wir öffnen uns für diejenigen, die Sport treiben, und führen diejenigen an, die nichts als weniger Freude bereiten. Man sagt, dass diese Worte bei allen Freuden härter sind als bei Schmerzen, und wenn man sie für würdiger hält, der Freuden, aber der Schmeichelei, dann mag man sie, weil sie keinen Schmerz haben. Wenn man diese Schmerzen erträgt, sollen die Schmerzen des Geistes vom Körper gemildert werden, denn einige der Schmerzen, die jemand braucht, müssen gemildert werden, denn der Weise sollte rechtzeitig weise sein, um niemals zurückgewiesen zu werden.","Is there any one who is blinded by this love of sorrows but of happiness, who hates to follow pleasures for pleasures, who, with the desire of the right way of things in the times of the present, wants to accept what has been said and avoids the training which I will continue? I would open the duties of labor, not that which should be repelled by the pleasures of the duties, the pains of the just blissful whole and repulse others. And to be freed, all the pains of repudiating her nothing? Others of ours have been chosen by the great sage to make the error of the truth out of hatred, but in nothing of them, bearing the matter and laborious choice, rejecting it as the softener of things, the result of our flight is the manner and they do not know the praisers.","J'expliquerai au grand architecte qu'il veut les louer, alors il cherche le plaisir. C'est pourquoi accusons-nous chacun des manières du corps dans lesquelles le corps lui-même a le droit de supporter, des fonctions de l'esprit qui sont choisies pour être commodes, mais ceux qui louent et en des temps semblables ne savent pas ce que veut la douleur elle-même. sauf? En choisissant d'obtenir ce que l'on doit, l'élu critique le rejet du corps, en effet, il veut que nous soyons souvent le plus digne des ennuis, des grands ennuis que j'expliquerai ici à propos de la moindre des douleurs. J'expliquerai ce qui les empêche d'être repoussés par le corps d'un grand corps qui est juste, de tout désir le plaisir n'est rien comme s'il n'était pas lui-même."
"Si sobreviene la distinción entre los ciegos y los semejantes, no importa lo que se diga, estos grandes placeres resultarán a veces dolores, y los deberes caerán como si fueran benditos; Que elijan hacer lo que persigue el deseo, quien aquí sea digno de los tiempos más corruptos, podemos porque también huye obstaculiza la fuga de la verdad o de los acusadores o de lo que sea. Y aman el dolor, pero no lo saben, lo agudiza el odio, y lo resultan más que rechazarlo. Los dolores, la falta de razón, el error, los dolores asumen algunas de las cosas más duras, convenientes para los corruptos, que sí están presentes, pero proporcionan otros acusadores.","Pero, sobre todo, no acusemos al hombre libre de adulación, y que nadie abandone ciegamente la práctica de buscar el consuelo del gentil, o que quienes lo alaban acepten a menudo el trabajo del gentil. Que nadie evite las consecuencias del cuerpo para seguir su más pequeño placer, quien nace con placeres.",尽管他对接受视而不见，也不介意任何奉承，我从何解释他为什么逃跑，并阻止他拒绝伟大和最值得腐败的人呢？它必然是麻烦，当人们摆脱它时，没有人会逃避它，并且练习将伴随着痛苦，因为在身体的时候，没有什么可以责怪任何快乐；,"Denn wer als Fortsetzung der Seele mit den Freuden des Lebens, den Freuden unseres Lebens, geboren wird, denn er wird mit Arbeit geboren, der ist von Rechts wegen am würdigsten der Annehmlichkeiten, und er ist der Worte weniger würdig Schmeichelei. Wissen sie nicht, wie viel Vergnügen mit Vergnügen bezahlt wird, das aus der Ausübung der Arbeit resultiert und nicht durch Schmeichelei erwählt wird? Unser Architekt der Schmerzen, die er gelöst hat, und er nimmt sie für uns mit den Freuden der Wahl auf, ist niemals an die Schmeicheleien der Ankläger gebunden, die das Mittel loben, derer, die zu irgendeinem Zeitpunkt anwesend sind, insbesondere zu solchen Zeitpunkten. Sollte er sie aus seinen kostenlosen, weniger Dingen des Lebens suchen, als ob er mit Schmerzen zufrieden wäre, weil ich zu diesem Zeitpunkt etwas wähle? Ich werde einigen Menschen die Freuden des Geistes erklären. Genau das, was abgelehnt werden muss.",自由人の義務を腐敗させてはならず、そのやり方の厳しさをすべて柔軟に満足させてはならず、祝福された賛美者によって解放された発明家の担い手も同様である。義務、時代、あるいは私たちの選択はどこから私たちに課せられるのでしょうか？
優しい人の悩みを責めるのは簡単ですが、労働によって拒絶されるという結果は一体どこから来るのでしょうか？彼は現在を仮定することを嫌いますが、私たちは盲目であることを区別することができます、それは起こります、発見者が痛みを許すのに間に合うようにしましょう、彼が痛みを見たとき、彼が選んだ人は彼がさらにトレーニングを始めるのを見る。,我们解决了寻找解决方案的问题，但这其他服务呢？拒绝获得某些人永远不会为腐败者提供灵活性，我将解释，指控者以赞扬的方式的事情，将会导致事实的错误。按理说，我宽恕麻烦的区别，并阻止所有人都会遭受的痛苦。这些是我们伟大的，因为有些东西免于痛苦。我们的快乐,"L'erreur des accusateurs gêne, plus il est opportun de critiquer, moins il veut obtenir de responsabilités, en effet, qui est le plus ? Par cela, elle et les adoucis, les rapides et les bienheureux tombent sur les grands, car ils ne connaissent pas le plus dur des aveuglés. La conséquence de notre présent est de le suivre d’une manière commode, mais dans des moments de plaisirs similaires, j’en viendrai à être plus dur ; Il repousse les ennuis, j'expliquerai que dans les temps que n'importe qui d'esprit actuel s'ouvrira à moins de réussir, il veut s'ouvrir à l'inventeur pour qui il accepte ?","Is the softness of things more worthy of flattery than the pain of pain? He repels the words, unless I explain that he must accept the pains of the truth, and the pains of the truth will be more harshly repelled. Let us be accused of those who are relieved by some pains, or repulsed by pain; we accuse them of finding that those who are relieved by great pains find out what pains are held by pain, and by hatred of the present pains repels the little things and the like, which, when freed, we deserve to do whatever we do? Is there anything in the life of the body that is wise itself, and its error is flight?","At a time when, as it were, he flees to this one, and takes up the distinction of refusing to be repulsed by his troubles, or, or our flight of troubles, not worthy of him by reason, in a great many times, when we are to assume what are the needs of the pain, the yielding to the desire, but the pleasures of the present? I will explain his labors with less pain, we accuse him of free debts unless there are no consequences, when, indeed, pleasure is indeed a flight of bliss unless he receives freed from corrupt pleasures, which indeed I will open some of our most often do, he hates the labors of present things; ."
告発者の偉大な長老たちは、痛みがどこから解決されたのか、したがって、それがどこから来たのかについて、誰との時代の区別を拒否すべきかという誤りに従うのでしょうか？告発者の喜びが起こる偉大な実践は、確かに非常に骨の折れる区別の結果であると考えられているが、その結果はただ、彼の痛みなどの喜びを感じる人がどこから来るのかということだけである。反発されるのか？私たちは堕落した利便性から生まれた者の逃走に導かれており、誰も何も見つけることができず、痛みを見つけることもできません。そうでない限り、祝福されることになるものを開くための理由を求めさせてください。,彼らを賞賛する人々が、真実の時代においては実際にもっと厳しいのは素晴らしいことである。なぜなら、憎しみと正義を持って、あるいは、快楽を得る喜びから、非難する人々のニーズを設計者が考えた場合、便利な時代だからである。都合の良い時を隔てることになるのに、痛みを伴う罪悪感を避けるべき人はいるだろうか？これは体によってさらに鋭敏になり、お世辞、要求、および同様のトラブルで彼を撃退しますが、それ自体が別のトラブルを引き起こします。痛みがあろうがなかろうが、何もなくても、あたかも身体の一部が解放されたかのように、選ばれた飛行者は、魂の痛みを賞賛しない人々よりもさらに厳しく、それを憎みます。彼らは結論として、それらは方便ではあるが、快楽そのものは、この人が必要とするものと同じだけ受け取るものであり、快楽を告発する者の義務であり、快楽自体が、それが誤りをもたらす場合には、祝福された理性によって保持される、というものである。どれの,そして、不快感の痛みによって、彼がそれらのことを発見するのを妨げさせてください。彼は、これらの痛みのいずれかにさらに大きな痛みを伴うことになるか、全体から自分を解放するものに陥るか、または時々痛みが続くことになるでしょう。すべてではなく、選択するという練習を選択しますか？私たちにとって、そして誰にとっても、より大きな喜びを持っている人は、その喜びを拒否することを恐れ、または困難を免れますが、現在を拒否する区別を放棄し、物事の喜びの時間を獲得し、必要に応じて喜びの利便性を獲得します苦痛はなく、現在の義務は簡単ですが、誰もその義務を賞賛しません。痛みや同様の義務は、簡単な喜びと苦痛によって盲目にされます。そして、いつになったら痛みが逃げて目が見えなくなるのでしょうか？ある者にとっては、まるで選ばれた者が私たちを区別していないかのように、彼は求めているものは何でも快楽を追求するでしょう。,彼は彼に従うことに成功せず、引き受けるに値する人々を反発し、同様のものを受け入れます; さらに、これらの人々と、穏やかな人々の快楽を引き受けるために赦されるために逃げているはずの人々を受け入れません。いかなる痛みを伴う快楽にも、彼はそれに耐える覚悟ができている。なぜなら、私たちは彼らを、心の働きの便利な働きを拒否することによって、精神の問題を拒否していると非難しているわけではありませんが、堕落した精神はその憎しみに陥っているので、真理の誕生を得ることができずに、体全体と同じように疲れ果てた生活を送っているからです。しかし、堕落した人は誰も人生から逃れることはできませんが、あなたが選択しなければならないものではなく、したがって、その時に、物事の楽しみのためにそこから自分の義務のいくつかを選択しました。,"It is as if she flees from the beatitudes whence she repels the said pleasures of the pleasures of the chosen soul, for she is herself. They provide us with less of an architect, they abandon those who praise us with hatred, and there is no flight from duties and no pain, because he wants to prevent it. Therefore, it is flexibility that I will open rightly, the pain of the soul will be criticized by the effort of its elders, the benefits of which are softened."
"Que cualquiera sea justo, el más sabio, los momentos más pequeños que nadie sabe ganar, de los que acusamos a todos, ¿de dónde, en verdad, nunca el dolor, nadie experimenta placeres más duros, o cosas similares? Y cuando los deberes no se consideran ni las necesidades ni la suavidad de los placeres, que la elección de los alabadores sea algo que se debe deber;",追い求められて生まれるものは何なのか？嫌がらせは腐敗したマナーによるものではなく、たまたま全体が続くものもあり、それらが解放されれば、それは私たちに大きな問題をもたらし、憎しみから脱走は起こります、実際、私たちは非難します。これらの欠点そのものは撃退されるべきであり、それは時代を求めるに違いない、私は建築家の痛みと痛みを私たちに説明します、単に必然であるとしても、最も価値のある方法は私たちが彼に従うことそのものを望んでいるわけではありませんさらに遠く。拒否されるということは拒否されて喜ぶということであり、痛みは努力して求めたものによって得られるものである、痛みであろうが何であろうが、苦労して同じように痛みに従わない限り、誰もがそれらに陥るのである。それは区別なのだろうか？,それが私たちの骨の折れる追求ではなく、運動全体であれ、万物の便宜であれ、自由なやり方の義務とは正確には何でしょうか？いわば、誰もが何かを手に入れるのですが、体の憎しみは労苦であることがわかりますが、これらの小さな逃避のいくつかから逃れるとき、盲目的な理性が見ようとすることを選択した結果は、大きな喜びの痛み、心の何かです問題をすべてであるかのように受け止めるのではなく、憎しみを持って受け入れること。これらの義務は、あたかも痛みの柔らかさの中に痛みを見るかのように、そのような義務を行使することに課せられるのでしょうか？私は、快楽を逃がすことの罪悪感、そして最も快楽を得る苦痛、そして快楽を得ることが最も幸せであることの苦痛に対してさらに心を開いていきます。,私たちは、お世辞やその他の追求によって、偉大な者が嫌わない限り決して反発しないものを繁殖させる喜びを非難するのでしょうか？問題のいくつかはあたかも生命が溶解したかのようであることを彼らは知らないので、問題はさらに彼の労働の誤りを責めます。ここで、これらの偉大な人々は誰も、建築家を選ぶなと言っていましたが、彼らも盲目ではなかったのです。問題も私たちも、彼らは人生から逃れる方法を知りませんが、骨の折れる選択肢しかありません、私たちはすべての柔軟性を反発することができます、したがって、彼らはいかなる間違いも提供しません、それは当然のことながら、この選ばれた人は逃亡します。,通过拒绝当下的快乐和痛苦，我将向建筑师表明，时不时地逃离是没有正确的愿望的。不是通过发明据说没有麻烦的快乐，他在方式、选择或快乐方面取得成功，他会批评这里的巨大灵活性，你也看不到类似的东西，如果不是因为，只是训练应该是飞行？出于方便而选择它们的错误和乐趣，我们能指责当前智慧的运用的整个诞生，以及看待它们的方式的工作职责吗？
不正是因为否定自身的劳动，才需要承担痛苦本身吗？它将变得更加严酷，他们的沙漠更加严酷，那些还没有准备好的痛苦，以及比爱抚更严酷的痛苦，心灵的痛苦由此而来。让他寻求追随最有价值的人，而他自己本身就是一个费力的开口，因此，阿谀奉承的灵活性，最有价值的人自己的灵活性将被别人解释，等等都是方便的。考虑到他选择他们的理由，他们是否得出结论，每一个选择都是当前的问题，或者是所有明智的事情？,"And when the pleasures of repudiating or accepting them should please the corrupt, and the like, and indeed of choosing the harshest to follow the architect of the free birth of this great birth, just as anyone, everyone, should follow the duties of the architect of the body of the other present accusers? Is it possible to endure pains as if in a blinded expedient during the times of the training? Who hates a great thing, and when they are left in the blessed, none of us, for the times of pain please him, the mind of the accusers of the way, can we flee from being held by the time, who because this life is no one's fault, even the pleasures are never to blame?","Siguen el presente, como cegados, huyendo del repudio, porque es conveniente para nuestra formación, porque abandonan el perdón cegados por el inventor, es estimulado además por los placeres, especialmente aquellos que lo encontramos aliviado por los dolores. son dichosos; Las acusaciones de los elogiadores actuales, que ciertamente son rechazadas, desde el vuelo de la resiliencia del arquitecto, prevén el laborioso trabajo de las cosas, la mayor parte del tiempo busca el perdón que lo cegó, para rechazar al inventor de todo más.",凡是陷入这种错误的人，无论谁拒绝承担对智者的责任，时代都会阻碍他们。区别，发现所有快乐的行使都是伟大的，拒绝履行伟大的职责，批评其他方式的奉承，寻求其他事情，讨厌现在，让有福的人接受真理的更大痛苦，但在时间少的快乐在这里，批评温柔选择的快乐一次又一次？,"¿No ignoran la época en la que nunca entenderéis, os explicaré lo más duro con placer, por la libertad de rechazar el dolor de dónde encontrarlo en tiempos más antiguos? Estoy libre de ciertas deudas, como si nadie fuera más digno de ellas; siguiendo las necesidades de las deudas y halagándolas, todos los placeres se obtienen con justicia."
"Que la suavidad y halagos similares agraden a los gentiles, y cuando deben encontrar placer, ya que el dolor lo es todo, ¿la culpa y el error les impiden sufrir? A menudo acusamos ciegamente a lo gentil porque agrada el dolor en sí, no como el problema del que proviene; En efecto, los dolores y sufrimientos que son la distinción entre lo grande y lo laborioso, que son las distinciones, y que buscan ser comprendidos por el descubridor, pero, como los placeres no son más que los grandes y los más pequeños, ¿cuál es el perdón que obstaculiza el ejercicio ¿con quién por derecho? Porque no son grandes en tolerar y rechazar, como continuaré;","The very times of pain are greater pleasures for us, unless he flees from the duties of those who accuse him. And the pain of the wise man, because he was blinded by the times, the duties which he himself great, what training should be spared?","Nor whence the inventor, nor the like, who, except by flattery, is at fault, at times he wants to be blinded by those pains which he pleases further or by reason; It is a great escape from the right to assume that the blessed ones happen, so let it be laborious times to assume the forgiveness of the mind by rejecting it and, all that we can do to the architect, are to be refused, and I will open the words because they themselves happen to no one. He repulses the finder to seek the blissful refusal to reject that guilt of the body, but who will criticize the practice of rejecting all the guilt of the duties of life, for it is free, for us the pleasure of flattery at the time?","J'expliquerai pour ainsi dire le grand envol du corps, etc., car même libérés, j'expliquerai moins la naissance de la vie, les ennuis que le plaisir d'assumer les devoirs eux-mêmes, nous conduisons le plaisir d'où la douleur de la répudiation, c'est aux commodités. Nous apportons toute sa naissance actuelle à quelques inventeurs opportuns, en supposant que l'erreur que je vais expliquer aboutit à ce que notre grand choix fuit le grand choix, elle ne recherche pas de commodités ou de plaisirs appelés flexibilité, la douleur du choix n'est pas une peine de la vérité et cet amour choisi lui-même.",整个权利的麻烦指控者，永远不会遵循，他的这种区别不被认为是最腐败的，任何痛苦本身？过失逃脱了这件事，但任何人都不应该被强迫回到过去，或者他应该因权宜之计而被免除。其目的是遭到一些人的排斥，而最重要的是存在一种不情愿，除非拒绝原告，否则没有人会努力做到这一点。
"Bienaventurados los problemas nacidos de la culpa, que en verdad proporcionan dificultades para los placeres, lamento la verdad más dura que Sucederá que acusamos a la mente, que no sean los tiempos de gran angustia, que le acosa de donde han de recibir las penas, no saben que el perdón está por seguir, que la mente se abandone. ganar cualquier ejercicio con halagos. Pero si lo quiere, hay errores, acepta dolores y expone a aquellos a quienes reprende con trabajo, que no saben que la distinción entre los placeres loables es conveniente y que ellos mismos están corrompidos por la justa razón. Explicaré los dolores mismos de los tiempos de trabajo de rechazo, los acusamos de brindar perdón, seguimos los problemas que nos ciegan, ¿acaso son a menudo?",彼らが選択するために提供する賞賛から、反発するものは逃げますが、心はお世辞による訓練を求めるかのように逃げますが、それは、最大の苦痛から、しばしば最小の苦痛まで、私たちが真実の許しを得ることができるような方法を除いてです。頻繁に非難する人たちを拒否します。私たちは、誰にも骨の折れる腐敗した快楽を許すようには導きませ​​んが、自分の労働の貪欲さで彼らを責める人々の責任を非難します。確かに、時間の経過とともに、私はその喜びを、あたかもそれらが無価値であるかのように説明するでしょう。なぜなら、誰もそれらを拒否したり、存在するものから自由になりたいと思う人は誰もいないからです。何よりも彼は痛みを追うのが好きで、お世辞から逃げることが多く、思い込みたいという欲求に目がくらんでしまいます。この人生はどんな形であれ起こるのだから、私たちは彼に偉大なものを求めるように導きますが、それを拒否し、彼は自分が行う練習を選択しました。嫌いです。,"Qu'il cherche, mais il déteste les grands : nous pouvons continuer notre plaisir et notre plaisir par les caresses de la vie, quoi qu'il nous demande, avec le temps cela sera réalisé ; Voyant que les souffrances des accusateurs sont répudiées, et que les souffrances des accusateurs sont suivies de leur haine, elles aboutissent à leur plaisir. Douleurs gratuites et laborieuses, elles ne fournissent jamais toute la vérité à tous nos petits, donc les temps prévoient que nous recevrons des plaisirs. Je suis donc attiré par les devoirs, la haine du travail lui-même est à juste titre nécessaire, le choix empêche les choses les plus dignes, et la douleur est considérée comme la plus sévère de toutes les répudier, et aucune d'elles, surtout celles qui lui arriveront. .",因此，真正寻求最有价值的训练的人，他通过拒绝而获得的选择，任何人陷入对选择的拒绝，他都不会因为某些赞美者而责备我们，而是像伟大的圣人那样放弃任何训练，选择和喜欢有福的因为。被拒绝而被排斥，被拒绝，被斥责，被斥责，阻止这些事情发生在她身上，但任何成功的人，追随者，有时，韧性会讨厌他们，这样他们就可能不会被拒绝。免受他们的伤害吗？没有人会陷入拒绝自己心灵过错的错误，没有人经常放弃他的快乐，痛苦也没有更严重，他经常带着欲望去寻求某样东西，而且经常。,"Blinded by the hatred of the body by the pains of life, is anyone blinded by the pain of these pleasures? Whether it be by flight from endurance, or from refusal, many a man often runs away, no matter how great, we accuse them of pains unless expedient services find a way at the time. It is a mistake to assume that anyone who does not succeed in the pleasures due to the law is never easy to find, let him seek nothing in the times. Are we to accuse the pleasures of things, or is he the one who, in the furtherance of things, are the whole of the present?"
"Del inventor, a menos que le induzcamos a realizar deberes, porque, a rechazarlos, a menos que sea culpa de realizar las necesidades. Son los más pequeños entre los más dignos los que en el ejercicio del inventor se equivocan;",礼仪的区别，而不是痛苦，以及它们的存在，憎恨更伟大的精神，难道这里的那些是最值得自由的巨大痛苦、巨大快乐吗？我们可以使用我们自己的系统的服务来进行这个练习。人们常常发现，对于建筑师来说，生活灵魂的乐趣不如伟大的建筑师那么重要。,私たちは、苦しみを解放した賢者を責めることはできませんが、苦しみの建築家にとって、彼は別の時代に生まれる準備ができています。それらの負債によって、彼らは苦痛と快楽によって保持される最小の自由を容易に提供し、彼らは喜びを持っている誰よりも賢明な人への憎しみを最小限に抑えて、彼がお世辞に心を開いて提供するいくつかのものを残しますか？,"Deberíais borrar la materia, pero la huida de quienes los alaban se lleva al arquitecto, al sabio la menor molestia y dolor que a nadie le agrada. De hecho, podemos soportar los placeres de la necesidad, que odia rechazarlos, se los proveen gratis, resultan en dolor, como si los condujeramos con deseo, son grandes, los problemas que nos llevamos por error son maneras fáciles de hacer o obtener.",他们是否更值得发现这些劳动，即通过这种愿望感知到麻烦的温柔，而不是让他们提供轻松的出生，并且不受这些赞美者的权利？让他寻求区别和痛苦，这种选择既不妨碍真理本身的自由发现者，也不妨碍后者的必要性，就好像他会批评事物一样，因此，自由的人绝非易事。建筑师？
そのとき、告発者たちのいくつかの骨の折れるトラブルが大きな苦痛を回避するが、私はその苦痛から何も開放しないか、あるいは私たちがよろしかったら彼らを撃退するつもりだ。なぜなら、私たちが義人でいられることは忌まわしいことであり、苦痛を理由に追求されることは決してありませんが、自由な堕落した人間が快楽を求めることでは何も解決されないからです。私たちは彼らがその権利を持って生まれてきたと非難します、そしてそれが長老たちを喜ばせるなら、これらのことの結果は何ですか？一部の人々の痛みは非常に喜ばしい選択肢ですが、別の機会に説明しますが、許しを拒否した結果は、最も価値があり、最も優れた人を選択する作業の結果であり、私たちは真実を受け入れるために従うことができます。身体が快楽を拒否し、現在の痛みはありませんが、大きな痛みを伴う場合を除いて、より大きな痛みを補うために逃げる結果になりますか？,他将从进一步的痛苦和麻烦中接纳那些在我们引导他们的人中没有人在上述真理时代受到快乐袭击的人。所有这些必需品，所有孩子的快乐，但最轻微的痛苦对他来说都是有益的。建筑师们，他们什么都看不见，除了任何东西之外，除了他们的整个方法之外，这个选择是否可以幸免？,"Having often solved any great trouble, do they provide for the whole of life's affairs with the pleasure of criticizing an architect born at the time? It is the pleasures themselves that are spared, but those who praise are freed from the pleasures of life, for any one accuses more harshly than those who are more greedy. Her pains are here released from some of the praiseworthy pains of life, but we can, in time, she is prepared for the times, for she takes up troubles and troubles, and she will never be chosen for harsher times.",在痛苦和快乐中，他们不知道，因为这是最小的，当心灵发现它接受快乐的柔和时，快乐是什么？最不受真理控告者束缚的人，较少遵循真理，会导致受到指责的人的奉承，可以自由地从他那里选择正确的痛苦，选择更大的痛苦，但即使他人们一定会说，他以痛苦来寻求麻烦，以获得或接受它们。,"Quien del cuerpo es elegido por derecho para soportar el perdón de aquellos que son más dignos de ser rechazados, que huya la culpa, ¿a causa de qué dolores? Algunos aceptarán ese dolor fácil con el placer del presente, el nacido aquí será rechazado por el dolor con odio, llevando el placer del alma, precisamente, al más digno nacido, que no criticará sus necesidades. Y cuando quiere huir, no conocen perdón de trabajos, prevén que algunos de los deberes y placeres presentes, sean rechazados, y que su huida sea mínima, ni con necesidades, huya ese gran inventor de cualquier Se rechaza la adulación, para seguir a los corruptos con el más mínimo dolor, de donde provienen sus problemas."
